Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,snapshot_date
133,Dennis Schröder,32,CLE,PG,15,2,349,45,119,0.378,11,37,0.297,34,82,0.415,0.424,34,39,0.872,2,29,31,63,15,4,27,21,135,0,,2026-03-13
134,Maxime Raynaud,22,SAC,C,59,41,1473,274,489,0.56,11,46,0.239,263,443,0.594,0.572,85,107,0.794,119,308,427,72,29,33,66,138,644,0,,2026-03-13
135,Bub Carrington,20,WAS,PG,65,33,1794,226,559,0.404,126,324,0.389,100,235,0.426,0.517,64,87,0.736,30,208,238,297,44,14,151,146,642,0,,2026-03-13
136,Tobias Harris,33,DET,PF,49,49,1382,235,519,0.453,62,185,0.335,173,334,0.518,0.513,110,125,0.88,43,209,252,107,46,15,51,85,642,0,,2026-03-13
137,Josh Hart,30,NYK,SF,54,40,1622,245,495,0.495,77,204,0.377,168,291,0.577,0.573,72,102,0.706,80,328,408,273,60,17,106,134,639,2,,2026-03-13
138,Jock Landale,30,2TM,C,59,26,1323,249,488,0.51,66,171,0.386,183,317,0.577,0.578,75,115,0.652,169,180,349,94,30,30,54,129,639,0,,2026-03-13
138,Jock Landale,30,MEM,C,45,25,1060,200,389,0.514,49,129,0.38,151,260,0.581,0.577,60,89,0.674,141,151,292,75,25,22,46,102,509,0,,2026-03-13
138,Jock Landale,30,ATL,C,14,1,263,49,99,0.495,17,42,0.405,32,57,0.561,0.581,15,26,0.577,28,29,57,19,5,8,8,27,130,0,,2026-03-13
139,Isaiah Collier,21,UTA,PG,56,16,1435,236,470,0.502,26,93,0.28,210,377,0.557,0.53,138,192,0.719,20,119,139,405,60,18,139,132,636,0,,2026-03-13
140,Isaiah Joe,26,OKC,SG,58,9,1270,196,444,0.441,142,347,0.409,54,97,0.557,0.601,98,111,0.883,28,125,153,83,42,11,35,104,632,0,,2026-03-13
141,Harrison Barnes,33,SAS,PF,61,49,1638,214,481,0.445,113,300,0.377,101,181,0.558,0.562,88,104,0.846,52,126,178,125,42,11,54,70,629,0,,2026-03-13
142,Rui Hachimura,27,LAL,PF,54,35,1582,244,485,0.503,99,224,0.442,145,261,0.556,0.605,41,54,0.759,32,145,177,50,30,16,36,85,628,0,,2026-03-13
143,Ivica Zubac,28,2TM,C,44,43,1344,267,435,0.614,0,0,NA,267,435,0.614,0.614,93,132,0.705,149,330,479,98,16,36,82,105,627,0,,2026-03-13
143,Ivica Zubac,28,LAC,C,43,42,1328,263,429,0.613,0,0,NA,263,429,0.613,0.613,93,132,0.705,148,325,473,96,16,36,82,104,619,0,,2026-03-13
143,Ivica Zubac,28,IND,C,1,1,16,4,6,0.667,0,0,NA,4,6,0.667,0.667,0,0,NA,1,5,6,2,0,0,0,1,8,0,,2026-03-13
144,Coby White,25,2TM,SG,36,26,973,199,462,0.431,82,239,0.343,117,223,0.525,0.519,143,178,0.803,8,116,124,161,23,3,100,83,623,0,,2026-03-13
144,Coby White,25,CHI,SG,29,26,843,172,393,0.438,72,208,0.346,100,185,0.541,0.529,124,154,0.805,7,101,108,136,20,2,88,71,540,0,,2026-03-13
144,Coby White,25,CHO,SG,7,0,130,27,69,0.391,10,31,0.323,17,38,0.447,0.464,19,24,0.792,1,15,16,25,3,1,12,12,83,0,,2026-03-13
145,Tre Jones,26,CHI,PG,49,25,1318,229,426,0.538,29,92,0.315,200,334,0.599,0.572,133,160,0.831,30,112,142,271,59,9,63,67,620,0,,2026-03-13
146,Jay Huff,27,IND,C,66,41,1371,229,489,0.468,94,303,0.31,135,186,0.726,0.564,67,82,0.817,62,196,258,89,35,128,57,156,619,0,,2026-03-13
147,Kevin Porter Jr.,25,MIL,PG,36,34,1198,224,486,0.461,45,137,0.328,179,349,0.513,0.507,125,144,0.868,32,156,188,263,81,16,106,81,618,2,,2026-03-13
148,Dylan Harper,19,SAS,SG,55,0,1219,249,511,0.487,40,137,0.292,209,374,0.559,0.526,77,105,0.733,36,145,181,208,46,17,78,106,615,0,,2026-03-13
149,De'Andre Hunter,28,2TM,SF,45,25,1176,208,501,0.415,75,246,0.305,133,255,0.522,0.49,124,143,0.867,30,155,185,90,30,6,75,112,615,0,,2026-03-13
149,De'Andre Hunter,28,CLE,SF,43,23,1125,204,482,0.423,73,237,0.308,131,245,0.535,0.499,119,137,0.869,29,153,182,89,30,6,71,107,600,0,,2026-03-13
149,De'Andre Hunter,28,SAC,SF,2,2,51,4,19,0.211,2,9,0.222,2,10,0.2,0.263,5,6,0.833,1,2,3,1,0,0,4,5,15,0,,2026-03-13
150,Jrue Holiday,35,POR,PG,37,35,1070,227,486,0.467,91,236,0.386,136,250,0.544,0.561,64,78,0.821,52,112,164,232,43,4,106,60,609,0,,2026-03-13
151,Neemias Queta,26,BOS,C,62,61,1544,253,400,0.633,0,6,0,253,394,0.642,0.633,100,145,0.69,182,336,518,88,52,81,66,174,606,0,,2026-03-13
152,Santi Aldama,25,MEM,PF,43,11,1198,228,476,0.479,70,200,0.35,158,276,0.572,0.553,76,114,0.667,67,220,287,126,37,31,55,69,602,0,,2026-03-13
153,Kelly Oubre Jr.,30,PHI,SF,41,36,1330,212,458,0.463,74,205,0.361,138,253,0.545,0.544,104,137,0.759,41,158,199,71,54,22,59,103,602,0,,2026-03-13
154,Pelle Larsson,24,MIA,SG,56,43,1420,211,430,0.491,50,154,0.325,161,276,0.583,0.549,128,162,0.79,47,144,191,190,38,14,68,109,600,0,,2026-03-13
155,Franz Wagner,24,ORL,SF,28,26,891,205,428,0.479,42,115,0.365,163,313,0.521,0.528,144,174,0.828,41,120,161,101,30,9,48,63,596,0,,2026-03-13
156,A.J. Green,26,MIL,SG,61,58,1783,194,466,0.416,171,420,0.407,23,46,0.5,0.6,33,41,0.805,16,134,150,117,30,5,51,145,592,0,,2026-03-13
157,Jalen Suggs,24,ORL,PG,42,41,1116,209,472,0.443,85,255,0.333,124,217,0.571,0.533,88,103,0.854,27,130,157,223,81,32,107,115,591,1,,2026-03-13
158,Sam Hauser,28,BOS,PF,63,35,1555,204,498,0.41,164,422,0.389,40,76,0.526,0.574,13,14,0.929,46,200,246,93,36,20,31,88,585,0,,2026-03-13
159,Ausar Thompson,23,DET,SF,57,56,1460,241,462,0.522,6,22,0.273,235,440,0.534,0.528,93,161,0.578,120,214,334,167,109,49,82,155,581,0,,2026-03-13
160,Jake LaRavia,24,LAL,PF,66,33,1680,205,451,0.455,68,215,0.316,137,236,0.581,0.53,102,134,0.761,97,162,259,125,79,29,69,149,580,0,,2026-03-13
161,Tristan Da Silva,24,ORL,SF,60,23,1446,214,475,0.451,99,252,0.393,115,223,0.516,0.555,46,53,0.868,45,179,224,89,56,21,49,87,573,0,,2026-03-13
162,Cason Wallace,22,OKC,SG,64,54,1750,215,505,0.426,84,248,0.339,131,257,0.51,0.509,44,56,0.786,53,147,200,172,131,19,66,133,558,0,,2026-03-13
163,Darius Garland,26,2TM,PG,31,29,919,202,445,0.454,76,201,0.378,126,244,0.516,0.539,76,90,0.844,14,61,75,209,26,3,88,56,556,0,,2026-03-13
163,Darius Garland,26,CLE,PG,26,26,792,170,377,0.451,59,164,0.36,111,213,0.521,0.529,68,79,0.861,12,51,63,180,21,3,73,48,467,0,,2026-03-13
163,Darius Garland,26,LAC,PG,5,3,127,32,68,0.471,17,37,0.459,15,31,0.484,0.596,8,11,0.727,2,10,12,29,5,0,15,8,89,0,,2026-03-13
164,Cam Thomas,24,2TM,SG,39,8,839,182,442,0.412,51,163,0.313,131,279,0.47,0.469,131,160,0.819,11,57,68,103,7,3,66,42,546,0,,2026-03-13
164,Cam Thomas,24,BRK,SG,24,8,582,123,308,0.399,38,117,0.325,85,191,0.445,0.461,91,108,0.843,9,34,43,74,4,2,48,31,375,0,,2026-03-13
164,Cam Thomas,24,MIL,SG,15,0,257,59,134,0.44,13,46,0.283,46,88,0.523,0.489,40,52,0.769,2,23,25,29,3,1,18,11,171,0,,2026-03-13
165,Khris Middleton,34,2TM,SF,48,44,1173,194,442,0.439,52,145,0.359,142,297,0.478,0.498,104,120,0.867,45,141,186,151,34,9,83,115,544,0,,2026-03-13
165,Khris Middleton,34,WAS,SF,34,34,827,130,300,0.433,33,99,0.333,97,201,0.483,0.488,58,69,0.841,30,104,134,111,26,9,57,86,351,0,,2026-03-13
165,Khris Middleton,34,DAL,SF,14,10,346,64,142,0.451,19,46,0.413,45,96,0.469,0.518,46,51,0.902,15,37,52,40,8,0,26,29,193,0,,2026-03-13
166,Isaiah Stewart,24,DET,C,54,13,1253,204,376,0.543,39,115,0.339,165,261,0.632,0.594,95,125,0.76,89,188,277,65,15,89,62,155,542,0,,2026-03-13
167,Day'Ron Sharpe,24,BRK,C,62,7,1160,214,356,0.601,9,39,0.231,205,317,0.647,0.614,103,152,0.678,171,242,413,145,67,26,106,147,540,0,,2026-03-13
168,Vít Krejčí,25,2TM,PG,62,8,1359,187,417,0.448,125,320,0.391,62,97,0.639,0.598,38,51,0.745,28,116,144,95,46,18,38,135,537,0,,2026-03-13
168,Vít Krejčí,25,ATL,PG,46,8,1028,143,308,0.464,101,239,0.423,42,69,0.609,0.628,27,36,0.75,19,78,97,68,37,13,30,108,414,0,,2026-03-13
168,Vít Krejčí,25,POR,PG,16,0,331,44,109,0.404,24,81,0.296,20,28,0.714,0.514,11,15,0.733,9,38,47,27,9,5,8,27,123,0,,2026-03-13
169,Egor Dёmin,19,BRK,PG,52,45,1308,179,449,0.399,124,322,0.385,55,127,0.433,0.537,54,65,0.831,21,144,165,173,42,17,86,93,536,0,,2026-03-13
170,Kevin Huerter,27,2TM,SF,54,11,1194,206,462,0.446,76,254,0.299,130,208,0.625,0.528,46,61,0.754,29,163,192,134,42,31,52,96,534,0,,2026-03-13
170,Kevin Huerter,27,CHI,SF,44,11,1037,184,404,0.455,70,223,0.314,114,181,0.63,0.542,41,56,0.732,23,146,169,116,35,26,49,85,479,0,,2026-03-13
170,Kevin Huerter,27,DET,SG,10,0,157,22,58,0.379,6,31,0.194,16,27,0.593,0.431,5,5,1,6,17,23,18,7,5,3,11,55,0,,2026-03-13
171,Sam Merrill,29,CLE,SG,42,30,1086,178,379,0.47,134,301,0.445,44,78,0.564,0.646,42,50,0.84,26,73,99,96,24,5,36,107,532,0,,2026-03-13
172,Zaccharie Risacher,20,ATL,SF,52,45,1255,204,459,0.444,79,220,0.359,125,239,0.523,0.531,42,71,0.592,55,144,199,66,49,29,47,113,529,0,,2026-03-13
173,Aaron Wiggins,27,OKC,SG,52,18,1213,198,460,0.43,82,233,0.352,116,227,0.511,0.52,50,68,0.735,35,139,174,94,50,26,68,71,528,0,,2026-03-13
174,Luke Kennard,29,2TM,SG,62,1,1309,190,347,0.548,99,203,0.488,91,144,0.632,0.69,44,48,0.917,24,114,138,126,43,8,46,81,523,0,,2026-03-13
174,Luke Kennard,29,ATL,SG,46,0,944,129,240,0.538,74,149,0.497,55,91,0.604,0.692,32,35,0.914,19,80,99,96,33,5,32,53,364,0,,2026-03-13
174,Luke Kennard,29,LAL,SG,16,1,365,61,107,0.57,25,54,0.463,36,53,0.679,0.687,12,13,0.923,5,34,39,30,10,3,14,28,159,0,,2026-03-13
175,Ron Holland,20,DET,SF,61,5,1252,188,438,0.429,37,165,0.224,151,273,0.553,0.471,107,131,0.817,72,192,264,80,75,20,80,139,520,0,,2026-03-13
176,Precious Achiuwa,26,SAC,C,59,43,1318,222,423,0.525,22,70,0.314,200,353,0.567,0.551,50,89,0.562,126,236,362,77,53,37,41,101,516,0,,2026-03-13
177,Marcus Smart,31,LAL,SG,55,48,1561,169,424,0.399,86,256,0.336,83,168,0.494,0.5,92,114,0.807,34,122,156,156,74,21,83,143,516,0,,2026-03-13
178,Jordan Clarkson,33,NYK,SG,57,1,1017,189,428,0.442,66,197,0.335,123,231,0.532,0.519,64,80,0.8,46,51,97,72,22,8,55,100,508,0,,2026-03-13
179,Caleb Love,24,POR,SG,45,1,999,189,485,0.39,93,290,0.321,96,195,0.492,0.486,36,49,0.735,25,89,114,122,27,4,61,47,507,0,,2026-03-13
180,Simone Fontecchio,30,MIA,SF,60,5,1012,163,412,0.396,104,288,0.361,59,124,0.476,0.522,76,90,0.844,49,139,188,87,32,9,45,89,506,0,,2026-03-13
181,GG Jackson II,21,MEM,PF,45,18,926,191,384,0.497,49,147,0.333,142,237,0.599,0.561,75,106,0.708,40,151,191,65,28,35,66,66,506,0,,2026-03-13
182,Kris Dunn,31,LAC,PG,65,59,1790,191,388,0.492,65,172,0.378,126,216,0.583,0.576,57,73,0.781,47,168,215,239,100,8,91,153,504,0,,2026-03-13
183,Bruce Brown,29,DEN,SG,67,2,1667,193,419,0.461,41,113,0.363,152,306,0.497,0.51,76,101,0.752,76,184,260,143,71,15,74,162,503,0,,2026-03-13
184,Jalen Smith,25,CHI,C,49,17,1019,181,381,0.475,77,207,0.372,104,174,0.598,0.576,64,88,0.727,93,246,339,62,23,39,46,101,503,0,,2026-03-13
185,Davion Mitchell,27,MIA,PG,56,56,1583,197,411,0.479,69,166,0.416,128,245,0.522,0.563,37,55,0.673,24,126,150,375,59,9,86,149,500,0,,2026-03-13
186,Isaac Okoro,25,CHI,SG,55,55,1480,178,396,0.449,62,190,0.326,116,206,0.563,0.528,78,98,0.796,61,89,150,87,37,24,41,138,496,0,,2026-03-13
187,Marvin Bagley III,26,2TM,PF,48,9,958,200,326,0.613,11,27,0.407,189,299,0.632,0.63,84,124,0.677,125,175,300,70,23,36,51,97,495,0,,2026-03-13
187,Marvin Bagley III,26,WAS,PF,38,8,731,154,246,0.626,8,19,0.421,146,227,0.643,0.642,69,97,0.711,97,119,216,56,20,27,44,78,385,0,,2026-03-13
187,Marvin Bagley III,26,DAL,PF,10,1,227,46,80,0.575,3,8,0.375,43,72,0.597,0.594,15,27,0.556,28,56,84,14,3,9,7,19,110,0,,2026-03-13
188,Jordan Goodwin,27,PHO,PG,56,4,1238,188,457,0.411,87,244,0.357,101,213,0.474,0.507,31,43,0.721,104,157,261,123,81,12,54,105,494,0,,2026-03-13
189,Bilal Coulibaly,21,WAS,SG,45,45,1195,166,406,0.409,49,164,0.299,117,242,0.483,0.469,105,141,0.745,38,158,196,119,62,41,66,116,486,0,,2026-03-13
190,Aaron Nesmith,26,IND,SF,37,34,1093,162,419,0.387,80,227,0.352,82,192,0.427,0.482,80,97,0.825,44,121,165,77,22,21,49,97,484,0,,2026-03-13
191,Luguentz Dort,26,OKC,SF,56,56,1576,170,448,0.379,106,317,0.334,64,131,0.489,0.498,37,50,0.74,48,170,218,73,47,24,46,164,483,0,,2026-03-13
192,Will Riley,19,WAS,SF,57,6,1082,171,394,0.434,51,156,0.327,120,238,0.504,0.499,88,112,0.786,46,98,144,90,36,6,61,61,481,0,,2026-03-13
193,Moussa Diabaté,24,CHO,C,59,33,1526,189,301,0.628,1,2,0.5,188,299,0.629,0.63,101,151,0.669,222,292,514,107,44,60,54,144,480,0,,2026-03-13
194,Nique Clifford,23,SAC,SG,63,17,1476,184,452,0.407,56,178,0.315,128,274,0.467,0.469,52,73,0.712,57,163,220,128,59,21,85,129,476,0,,2026-03-13
195,Justin Champagnie,24,WAS,SF,58,15,1117,184,361,0.51,42,130,0.323,142,231,0.615,0.568,64,83,0.771,126,197,323,65,49,37,38,91,474,0,,2026-03-13
196,Quinten Post,25,GSW,PF,62,33,1073,177,408,0.434,85,258,0.329,92,150,0.613,0.538,31,39,0.795,64,189,253,86,26,30,50,118,470,0,,2026-03-13
197,Tari Eason,24,HOU,PF,43,29,1133,181,417,0.434,76,195,0.39,105,222,0.473,0.525,28,40,0.7,83,186,269,71,55,23,61,102,466,0,,2026-03-13
198,Jonas Valančiūnas,33,DEN,C,55,5,745,186,321,0.579,6,19,0.316,180,302,0.596,0.589,88,111,0.793,83,188,271,67,14,30,62,118,466,0,,2026-03-13
199,Cameron Johnson,29,DEN,SF,41,41,1240,158,346,0.457,73,178,0.41,85,168,0.506,0.562,75,89,0.843,31,122,153,96,26,15,35,93,464,0,,2026-03-13
200,Draymond Green,35,GSW,PF,54,54,1464,168,402,0.418,83,251,0.331,85,151,0.563,0.521,44,63,0.698,41,258,299,286,44,33,141,158,463,0,,2026-03-13
201,Danny Wolf,21,BRK,PF,52,10,1078,162,398,0.407,62,193,0.321,100,205,0.488,0.485,76,99,0.768,54,198,252,117,28,29,64,113,462,0,,2026-03-13
202,Jordan Poole,26,NOP,PG,33,6,808,143,382,0.374,84,247,0.34,59,135,0.437,0.484,88,100,0.88,8,61,69,101,20,12,59,77,458,0,,2026-03-13
203,De'Anthony Melton,27,GSW,PG,35,11,788,162,391,0.414,54,181,0.298,108,210,0.514,0.483,77,94,0.819,25,82,107,82,56,15,59,79,455,0,,2026-03-13
204,Jalen Williams,24,OKC,SG,26,26,755,175,365,0.479,20,64,0.313,155,301,0.515,0.507,85,102,0.833,17,104,121,141,33,9,50,54,455,0,,2026-03-13
205,Javonte Green,32,DET,SG,65,4,1178,148,336,0.44,70,193,0.363,78,143,0.545,0.545,86,105,0.819,52,130,182,43,83,20,40,91,452,0,,2026-03-13
206,Miles McBride,25,NYK,SG,35,14,981,157,362,0.434,102,243,0.42,55,119,0.462,0.575,35,43,0.814,22,69,91,97,30,6,28,64,451,0,,2026-03-13
207,Brook Lopez,37,LAC,C,58,23,1165,162,390,0.415,86,242,0.355,76,148,0.514,0.526,40,47,0.851,26,152,178,64,36,56,46,108,450,0,,2026-03-13
208,Dominick Barlow,22,PHI,PF,55,48,1334,178,333,0.535,20,73,0.274,158,260,0.608,0.565,73,103,0.709,107,148,255,61,52,36,44,112,449,0,,2026-03-13
209,Ziaire Williams,24,BRK,SF,46,5,1056,143,342,0.418,74,224,0.33,69,118,0.585,0.526,88,101,0.871,26,87,113,46,56,19,46,93,448,0,,2026-03-13
210,Jusuf Nurkić,31,UTA,C,41,36,1083,180,358,0.503,25,71,0.352,155,287,0.54,0.538,62,113,0.549,106,319,425,196,52,22,101,134,447,3,,2026-03-13
211,Tyler Herro,26,MIA,SG,20,15,612,162,324,0.5,51,127,0.402,111,197,0.563,0.579,66,72,0.917,11,80,91,74,16,7,38,36,441,0,,2026-03-13
212,Jamal Shead,23,TOR,PG,65,7,1426,150,408,0.368,70,216,0.324,80,192,0.417,0.453,70,92,0.761,22,104,126,331,62,10,90,130,440,0,,2026-03-13
213,T.J. McConnell,33,IND,PG,47,1,792,203,383,0.53,13,42,0.31,190,341,0.557,0.547,19,22,0.864,19,83,102,221,50,8,57,55,438,0,,2026-03-13
214,Svi Mykhailiuk,28,UTA,SF,48,41,1123,162,339,0.478,89,221,0.403,73,118,0.619,0.609,25,28,0.893,34,84,118,91,24,3,39,62,438,0,,2026-03-13
215,Aaron Gordon,30,DEN,PF,26,23,714,146,297,0.492,44,114,0.386,102,183,0.557,0.566,96,121,0.793,37,122,159,65,17,5,25,40,432,0,,2026-03-13
216,Daniel Gafford,27,DAL,C,48,38,1040,172,266,0.647,0,0,NA,172,266,0.647,0.647,87,120,0.725,114,214,328,49,37,61,60,124,431,0,,2026-03-13
217,Paul George,35,PHI,PF,27,27,824,150,354,0.424,66,173,0.382,84,181,0.464,0.517,65,76,0.855,14,125,139,100,40,13,44,60,431,0,,2026-03-13
218,Ryan Kalkbrenner,24,CHO,C,54,30,1197,182,245,0.743,0,3,0,182,242,0.752,0.743,67,99,0.677,140,178,318,42,29,81,48,84,431,0,,2026-03-13
219,Corey Kispert,26,2TM,SF,45,9,902,149,320,0.466,70,191,0.366,79,129,0.612,0.575,63,76,0.829,20,89,109,78,14,7,37,47,431,0,,2026-03-13
219,Corey Kispert,26,WAS,SF,19,2,370,59,119,0.496,30,76,0.395,29,43,0.674,0.622,26,34,0.765,6,38,44,32,8,3,14,20,174,0,,2026-03-13
219,Corey Kispert,26,ATL,SF,26,7,532,90,201,0.448,40,115,0.348,50,86,0.581,0.547,37,42,0.881,14,51,65,46,6,4,23,27,257,0,,2026-03-13
220,Kentavious Caldwell-Pope,32,MEM,SG,51,14,1088,150,366,0.41,55,174,0.316,95,192,0.495,0.485,73,80,0.913,20,105,125,139,43,8,61,57,428,0,,2026-03-13
221,Daniss Jenkins,24,DET,PG,56,8,965,153,379,0.404,48,133,0.361,105,246,0.427,0.467,73,95,0.768,31,72,103,167,50,10,74,79,427,0,,2026-03-13
222,Terance Mann,29,BRK,SG,56,46,1379,155,334,0.464,49,136,0.36,106,198,0.535,0.537,61,76,0.803,64,114,178,179,36,14,61,137,420,0,,2026-03-13
223,Landry Shamet,28,NYK,SG,42,10,958,140,308,0.455,90,223,0.404,50,85,0.588,0.601,48,66,0.727,18,57,75,65,23,8,25,68,418,0,,2026-03-13
224,Gary Trent Jr.,27,MIL,SG,55,17,1161,142,374,0.38,97,275,0.353,45,99,0.455,0.509,34,43,0.791,7,50,57,69,28,3,30,69,415,0,,2026-03-13
225,Jose Alvarado,27,2TM,PG,56,0,1146,151,369,0.409,85,249,0.341,66,120,0.55,0.524,28,36,0.778,21,124,145,184,55,6,60,106,415,0,,2026-03-13
225,Jose Alvarado,27,NOP,PG,41,0,896,117,280,0.418,70,193,0.363,47,87,0.54,0.543,20,24,0.833,16,98,114,128,37,4,47,80,324,0,,2026-03-13
225,Jose Alvarado,27,NYK,PG,15,0,250,34,89,0.382,15,56,0.268,19,33,0.576,0.466,8,12,0.667,5,26,31,56,18,2,13,26,91,0,,2026-03-13
226,Jared McCain,21,2TM,SG,52,1,900,148,359,0.412,75,190,0.395,73,169,0.432,0.517,42,47,0.894,17,95,112,75,31,2,46,66,413,0,,2026-03-13
226,Jared McCain,21,PHI,SG,37,1,620,89,231,0.385,45,119,0.378,44,112,0.393,0.483,22,25,0.88,6,69,75,62,22,2,30,43,245,0,,2026-03-13
226,Jared McCain,21,OKC,SG,15,0,280,59,128,0.461,30,71,0.423,29,57,0.509,0.578,20,22,0.909,11,26,37,13,9,0,16,23,168,0,,2026-03-13
227,Jordan Miller,26,LAC,SF,44,0,927,141,272,0.518,27,81,0.333,114,191,0.597,0.568,103,130,0.792,37,92,129,90,32,7,48,45,412,0,,2026-03-13
228,Bones Hyland,25,MIN,PG,57,3,847,147,321,0.458,77,200,0.385,70,121,0.579,0.578,40,54,0.741,20,74,94,146,31,12,49,99,411,0,,2026-03-13
229,Anthony Davis,32,DAL,PF,20,20,626,169,334,0.506,10,37,0.27,159,297,0.535,0.521,59,81,0.728,62,159,221,56,22,33,41,42,407,0,,2026-03-13
230,Gui Santos,23,GSW,PF,54,18,977,154,307,0.502,55,157,0.35,99,150,0.66,0.591,42,64,0.656,57,142,199,102,44,20,65,95,405,0,,2026-03-13
231,Luka Garza,27,BOS,C,56,4,879,145,258,0.562,40,95,0.421,105,163,0.644,0.64,72,94,0.766,125,92,217,52,21,24,35,127,402,0,,2026-03-13
232,Walter Clayton,22,2TM,PG,56,2,1089,133,346,0.384,52,181,0.287,81,165,0.491,0.46,83,91,0.912,15,95,110,215,38,14,84,99,401,0,,2026-03-13
232,Walter Clayton,22,UTA,PG,45,0,811,102,256,0.398,44,143,0.308,58,113,0.513,0.484,58,62,0.935,15,73,88,143,24,12,57,78,306,0,,2026-03-13
232,Walter Clayton,22,MEM,PG,11,2,278,31,90,0.344,8,38,0.211,23,52,0.442,0.389,25,29,0.862,0,22,22,72,14,2,27,21,95,0,,2026-03-13
233,Oso Ighodaro,23,PHO,PF,66,12,1387,177,275,0.644,0,1,0,177,274,0.646,0.644,41,84,0.488,104,211,315,135,61,43,82,171,395,0,,2026-03-13
234,Herbert Jones,27,NOP,SF,44,44,1268,147,378,0.389,60,201,0.299,87,177,0.492,0.468,41,50,0.82,37,117,154,121,73,20,58,137,395,0,,2026-03-13
235,Gradey Dick,22,TOR,SG,63,1,949,137,327,0.419,50,166,0.301,87,161,0.54,0.495,69,79,0.873,38,95,133,41,40,6,36,89,393,0,,2026-03-13
236,Jaylin Williams,23,OKC,PF,52,11,1066,125,298,0.419,79,213,0.371,46,85,0.541,0.552,63,80,0.788,28,258,286,134,27,35,60,106,392,0,,2026-03-13
237,Patrick Williams,24,CHI,PF,56,4,1092,140,360,0.389,76,200,0.38,64,160,0.4,0.494,35,50,0.7,41,121,162,77,35,17,55,72,391,0,,2026-03-13
238,Ja Morant,26,MEM,PG,20,20,569,132,322,0.41,20,85,0.235,112,237,0.473,0.441,105,117,0.897,8,57,65,161,20,6,71,40,389,0,,2026-03-13
239,Will Richard,23,GSW,SG,55,17,1075,140,295,0.475,61,177,0.345,79,118,0.669,0.578,43,51,0.843,57,83,140,79,67,7,44,103,384,0,,2026-03-13
240,Ben Sheppard,24,IND,SG,55,19,1189,139,329,0.422,71,202,0.351,68,127,0.535,0.53,34,45,0.756,34,134,168,100,32,4,36,98,383,0,,2026-03-13
241,Dru Smith,28,MIA,SG,64,1,1092,129,311,0.415,38,124,0.306,91,187,0.487,0.476,84,101,0.832,57,110,167,170,98,20,54,102,380,0,,2026-03-13
242,Jaxson Hayes,25,LAL,C,54,8,954,155,206,0.752,2,2,1,153,204,0.75,0.757,65,97,0.67,83,133,216,50,21,33,25,105,377,0,,2026-03-13
243,Kobe Sanders,23,LAC,SG,54,15,1114,137,301,0.455,58,145,0.4,79,156,0.506,0.551,43,53,0.811,27,102,129,87,32,7,70,113,375,0,,2026-03-13
244,Luke Kornet,30,SAS,C,56,23,1189,148,229,0.646,0,0,NA,148,229,0.646,0.646,77,94,0.819,157,187,344,103,25,61,25,105,373,0,,2026-03-13
245,Derrick Jones Jr.,28,LAC,SF,33,28,887,137,266,0.515,42,114,0.368,95,152,0.625,0.594,56,72,0.778,36,63,99,41,33,35,27,71,372,0,,2026-03-13
246,Isaiah Hartenstein,27,OKC,C,36,35,914,156,245,0.637,0,6,0,156,239,0.653,0.637,56,92,0.609,114,218,332,126,36,28,68,96,368,1,,2026-03-13
247,Sion James,23,CHO,SG,67,19,1555,111,298,0.372,67,184,0.364,44,114,0.386,0.485,78,93,0.839,40,194,234,131,38,20,57,121,367,0,,2026-03-13
248,Collin Murray-Boyles,20,TOR,PF,47,22,1046,151,271,0.557,17,48,0.354,134,223,0.601,0.589,47,72,0.653,114,119,233,93,44,41,51,118,366,0,,2026-03-13
249,Jaden Hardy,23,2TM,SG,44,4,625,123,303,0.406,66,180,0.367,57,123,0.463,0.515,49,63,0.778,13,54,67,37,11,4,43,59,361,0,,2026-03-13
249,Jaden Hardy,23,DAL,SG,34,4,428,78,194,0.402,46,124,0.371,32,70,0.457,0.521,31,40,0.775,11,36,47,29,9,2,27,39,233,0,,2026-03-13
249,Jaden Hardy,23,WAS,SG,10,0,197,45,109,0.413,20,56,0.357,25,53,0.472,0.505,18,23,0.783,2,18,20,8,2,2,16,20,128,0,,2026-03-13
250,Gary Payton II,33,GSW,SG,58,1,816,158,294,0.537,31,104,0.298,127,190,0.668,0.59,12,20,0.6,75,120,195,92,43,17,53,97,359,0,,2026-03-13
251,Nolan Traoré,19,BRK,PG,43,20,955,133,335,0.397,42,125,0.336,91,210,0.433,0.46,49,63,0.778,13,56,69,157,28,15,88,89,357,0,,2026-03-13
252,Buddy Hield,33,2TM,SG,45,3,773,130,301,0.432,67,196,0.342,63,105,0.6,0.543,27,34,0.794,26,82,108,66,37,9,43,56,354,0,,2026-03-13
252,Buddy Hield,33,GSW,SG,44,3,768,130,300,0.433,67,195,0.344,63,105,0.6,0.545,27,34,0.794,26,82,108,66,37,9,42,56,354,0,,2026-03-13
252,Buddy Hield,33,ATL,SG,1,0,5,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,,2026-03-13
