Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,snapshot_date
455,Orlando Robinson,25,ORL,C,3,1,22,3,5,0.6,1,2,0.5,2,3,0.667,0.7,0,0,NA,2,1,3,2,1,0,0,3,7,0,NA,2025-12-06
456,Hunter Sallis,22,PHI,SG,6,0,25,3,5,0.6,0,0,NA,3,5,0.6,0.6,1,2,0.5,0,1,1,4,0,1,5,2,7,0,NA,2025-12-06
457,Nolan Traoré,19,BRK,PG,4,0,35,2,9,0.222,2,6,0.333,0,3,0,0.333,1,2,0.5,0,1,1,5,2,0,2,5,7,0,NA,2025-12-06
458,Myron Gardner,24,MIA,SF,4,0,9,2,2,1,2,2,1,0,0,NA,1.5,0,0,NA,0,2,2,1,0,0,0,4,6,0,NA,2025-12-06
459,Kyle Lowry,39,PHI,PG,3,0,24,2,4,0.5,2,4,0.5,0,0,NA,0.75,0,0,NA,0,1,1,4,1,0,0,1,6,0,NA,2025-12-06
460,Jahmai Mashack,23,MEM,SG,1,0,6,2,4,0.5,2,4,0.5,0,0,NA,0.75,0,0,NA,0,2,2,0,0,0,0,0,6,0,NA,2025-12-06
461,Doug McDermott,34,SAC,SF,1,0,8,2,3,0.667,2,3,0.667,0,0,NA,1,0,0,NA,0,0,0,0,0,0,1,1,6,0,NA,2025-12-06
462,Wendell Moore Jr.,24,DET,SG,3,0,43,3,6,0.5,0,1,0,3,5,0.6,0.5,0,0,NA,1,3,4,3,2,1,1,1,6,0,NA,2025-12-06
463,Dylan Cardwell,24,SAC,C,3,1,33,2,6,0.333,0,1,0,2,5,0.4,0.333,1,2,0.5,2,3,5,0,2,3,2,10,5,0,NA,2025-12-06
464,Harrison Ingram,23,SAS,SF,3,0,11,2,3,0.667,1,1,1,1,2,0.5,0.833,0,0,NA,3,0,3,0,0,0,0,2,5,0,NA,2025-12-06
465,Drew Peterson,26,CHO,PF,4,0,53,2,14,0.143,0,11,0,2,3,0.667,0.143,1,2,0.5,2,5,7,2,3,1,0,3,5,0,NA,2025-12-06
466,Dario Šarić,31,SAC,C,3,0,28,1,5,0.2,1,2,0.5,0,3,0,0.3,2,2,1,1,4,5,2,0,0,1,0,5,0,NA,2025-12-06
467,Isaac Jones,25,2TM,PF,4,1,18,2,4,0.5,0,2,0,2,2,1,0.5,1,2,0.5,2,0,2,1,0,0,0,4,5,0,NA,2025-12-06
467,Isaac Jones,25,SAC,PF,3,1,17,1,2,0.5,0,1,0,1,1,1,0.5,1,2,0.5,2,0,2,1,0,0,0,4,3,0,NA,2025-12-06
467,Isaac Jones,25,DET,PF,1,0,1,1,2,0.5,0,1,0,1,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,0,2,0,NA,2025-12-06
468,Koby Brea,23,PHO,SG,2,0,8,1,3,0.333,0,2,0,1,1,1,0.333,2,2,1,0,1,1,2,0,0,0,0,4,0,NA,2025-12-06
469,Pacome Dadiet,20,NYK,SG,9,0,22,1,6,0.167,0,3,0,1,3,0.333,0.167,2,2,1,0,5,5,2,0,0,0,1,4,0,NA,2025-12-06
470,Garrett Temple,39,TOR,SG,4,0,17,1,3,0.333,1,2,0.5,0,1,0,0.5,1,2,0.5,0,2,2,1,2,1,1,2,4,0,NA,2025-12-06
471,James Wiseman,24,IND,C,1,1,20,2,3,0.667,0,0,NA,2,3,0.667,0.667,0,0,NA,4,0,4,0,0,1,3,2,4,0,NA,2025-12-06
472,N'Faly Dante,24,ATL,C,4,0,15,1,4,0.25,0,0,NA,1,4,0.25,0.25,1,1,1,3,4,7,0,2,0,1,1,3,0,NA,2025-12-06
473,DaRon Holmes,23,DEN,PF,2,0,4,1,1,1,1,1,1,0,0,NA,1.5,0,0,NA,0,0,0,0,0,0,0,1,3,0,NA,2025-12-06
474,Amari Williams,24,BOS,PF,6,0,31,1,2,0.5,0,0,NA,1,2,0.5,0.5,1,2,0.5,2,5,7,1,1,2,0,4,3,0,NA,2025-12-06
475,Hunter Dickinson,25,NOP,C,1,0,5,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,0,0,0,0,0,1,2,2,2,0,NA,2025-12-06
476,Colby Jones,23,DET,SG,1,0,7,1,3,0.333,0,2,0,1,1,1,0.333,0,0,NA,0,4,4,2,0,0,0,1,2,0,NA,2025-12-06
477,Curtis Jones,24,DEN,SG,2,0,3,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,NA,1,1,2,0,0,0,0,0,2,0,NA,2025-12-06
478,Miles Kelly,23,DAL,PG,2,0,11,1,2,0.5,0,1,0,1,1,1,0.5,0,0,NA,1,3,4,0,0,0,1,2,2,0,NA,2025-12-06
479,Lachlan Olbrich,22,CHI,C,4,0,31,1,5,0.2,0,2,0,1,3,0.333,0.2,0,0,NA,2,6,8,3,0,0,2,8,2,0,NA,2025-12-06
480,Daeqwon Plowden,27,SAC,SG,1,0,14,1,5,0.2,0,3,0,1,2,0.5,0.2,0,0,NA,2,0,2,0,0,0,0,0,2,0,NA,2025-12-06
481,Drew Timme,25,LAL,PF,2,0,8,1,2,0.5,0,1,0,1,1,1,0.5,0,0,NA,1,1,2,3,1,0,0,0,2,0,NA,2025-12-06
482,Hunter Tyson,25,DEN,PF,8,0,28,0,9,0,0,5,0,0,4,0,0,2,2,1,1,11,12,3,1,0,0,3,2,0,NA,2025-12-06
483,Jahmyl Telfort,24,LAC,PF,8,0,32,0,4,0,0,4,0,0,0,NA,0,1,4,0.25,0,3,3,1,1,0,1,5,1,0,NA,2025-12-06
484,Sharife Cooper,24,WAS,PG,4,0,10,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,1,1,0,0,NA,2025-12-06
485,Isaiah Crawford,24,HOU,SF,1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,2025-12-06
486,Noa Essengue,19,CHI,PF,2,0,6,0,3,0,0,2,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,NA,2025-12-06
487,Tosan Evbuomwan,24,NYK,SF,2,0,5,0,1,0,0,0,NA,0,1,0,0,0,0,NA,1,1,2,0,0,0,0,0,0,0,NA,2025-12-06
488,Trentyn Flowers,20,CHI,SF,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0,NA,2025-12-06
489,Chucky Hepburn,22,TOR,PG,1,0,5,0,3,0,0,2,0,0,1,0,0,0,0,NA,0,1,1,0,1,0,0,1,0,0,NA,2025-12-06
490,Joe Ingles,38,MIN,SF,6,0,23,0,2,0,0,2,0,0,0,NA,0,0,0,NA,0,0,0,6,1,0,0,2,0,0,NA,2025-12-06
491,Kasparas Jakucionis,19,MIA,PG,1,0,1,0,2,0,0,0,NA,0,2,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,2025-12-06
492,Trey Jemison,26,NYK,C,3,0,10,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,1,2,3,0,0,0,1,2,0,0,NA,2025-12-06
493,Christian Koloko,25,LAL,C,2,0,6,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,0,1,0,0,NA,2025-12-06
494,Chris Mañon,24,LAL,SG,2,0,7,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,2,2,0,0,1,0,2,0,0,NA,2025-12-06
NA,League Average,NA,,,NA,NA,NA,NA,NA,0.47,NA,NA,0.36,NA,NA,0.548,0.545,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-12-06
